Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,Automobile,Bike,Motorbike,Public_Transportation,Walking,target
0.18793135511898285,0.0,-0.9239135853642939,0.5395778031020366,-1.0,1,0.8727257333002648,-3.466577375701097,0,0,-1.6674419003174896,1.0,0.08755353588881046,0.6814988881934648,0.0,0,0,0,1,0,5
-0.22212535303117056,1.0,1.112427910974735,2.8719136971225345,0.0,1,1.0987617346785687,0.0,0,0,0.6430804925255309,1.0,-0.6772854027874192,-0.006556001981763955,0.0,0,0,0,1,0,6
2.77573889620367,0.0,0.9654498549552865,0.4537079488143299,0.0,1,-0.7104813553800992,-2.1138058803714945,0,0,1.2741685497863509,1.0,0.30313866291996777,0.042355099672066875,0.0,1,0,0,0,0,4
1.012959312460172,0.0,2.2447335368438255,1.6838300983419505,0.0,1,-0.4026622201580578,0.0,0,0,-0.8781119284643856,1.0,0.13050930035708203,-1.0595780220906528,0.0,0,0,0,1,0,5
-0.3082982678433131,0.0,-0.8602785848589769,-0.628453510817634,0.0,1,-0.7924838737144105,-5.346764405520003,0,0,1.6282609323695219,0.0,-0.0028952251398944905,-1.0595780220906528,-0.25,0,0,0,1,0,2
-0.4946529363680168,1.0,1.2579990159281602,2.5526346276114085,0.0,1,1.0987617346785687,0.0,0,0,0.48020156728344104,1.0,1.124372956369155,0.46057941225907895,0.0,0,0,0,1,0,6
-0.08741403065926408,0.0,0.9195467339156707,0.7253481136110261,0.0,1,-0.3126616241458532,0.0,0,0,0.8420884258786743,1.0,-0.49544837073326925,-0.7704525563088028,0.0,0,0,0,1,0,4
0.5182306660418109,1.0,-1.053331603269617,0.7193105584378107,0.0,1,1.0987617346785687,0.0,0,0,0.9900363421407122,1.0,-1.1817032511627137,-0.14939741691528682,0.0,0,0,0,1,0,6
1.1189047830402874,0.0,1.4471426435904566,0.7308966027944405,0.0,1,0.7309768749512112,0.0,0,0,-0.21853063927484864,1.0,1.1759128008829247,0.10515852082531353,0.0,1,0,0,0,0,4
-0.5226841692433702,0.0,0.043402862823335435,-0.2889598424567184,0.0,0,-1.4534647576197146,0.0,0,0,-0.024862293942693573,1.0,0.8603930446376569,0.5860414400529037,0.0,0,0,0,1,0,3
2.6896269792268486,1.0,-2.0645964771226892,-0.25811732679349053,0.0,1,-0.7924838737144105,0.0,0,0,-1.677985520254909,1.0,-1.1817032511627137,-1.0595780220906528,0.0,1,0,0,0,0,4
0.5182306660418109,1.0,-0.7105081068764266,0.9908515506617172,0.0,1,1.0987617346785687,0.0,0,0,1.1038968574761923,1.0,-1.1817032511627137,-0.8099210934888539,0.0,0,0,0,1,0,6
0.21712782848532788,0.0,-1.1929312212557923,-0.22090880473758503,-1.0,1,-0.7924838737144105,-5.346764405520003,0,0,-0.024862293942693573,1.0,-1.1681740714480497,-1.0595780220906528,0.0,0,0,0,1,0,4
1.6769060377112088,0.0,0.44133373264990733,-0.05792740916178509,-1.0,1,-0.7924838737144105,0.0,0,0,0.03457409853613552,1.0,0.24552206303205037,-1.0595780220906528,0.0,1,0,0,0,0,3
0.5182306660418109,1.0,-0.8477449062784372,0.7211779609912581,0.0,1,1.0987617346785687,0.0,0,0,0.9293369635169804,1.0,-1.1817032511627137,-0.3979155768492823,0.0,0,0,0,1,0,6
0.022313305710736496,1.0,-0.37483750674256605,-0.12057446851034674,-1.0,1,0.9630346023466377,-4.1209999518791225,0,0,1.2602409866046698,1.0,-0.7637674748085573,1.7495240209387166,0.0,0,0,0,1,0,4
1.1267721813503666,0.0,-0.21525059155126255,0.1437003949195637,0.0,1,-0.5943342888318612,-1.6671906495784081,0,0,0.3366608775427515,1.0,0.6122539551598536,-1.0595780220906528,0.0,1,0,0,0,0,4
-0.6389098413973627,0.0,1.6099408440393286,1.1093836291912569,-1.0,0,-0.7924838737144105,0.0,1,0,1.6282609323695219,0.0,-0.0028952251398944905,2.23166090219646,0.0,0,0,0,1,0,4
-0.2569035415938286,1.0,0.22060351655113217,-1.4008255730438077,-1.0,1,0.9466753278340387,1.8655689759342142,0,0,-1.4347763780766294,1.0,-0.011078510456544906,-0.9127558536782048,0.5,0,0,0,1,0,0
1.7947961738322589,0.0,0.13752896314883428,0.6566224861327447,-1.0,1,0.20209193180972293,-2.5648910062075947,0,0,-1.677985520254909,1.0,0.7873305231847627,-1.0201506253971555,0.0,0,0,0,1,0,5
0.006831096332773685,0.0,0.5993203752546642,1.303293853008239,0.0,1,1.0450011870143896,-0.514839944607521,0,0,-0.08661305893836026,1.0,0.68533062230906,-0.22884298768919115,0.0,0,0,0,1,0,5
3.905653540560667,0.0,0.19329148173509608,0.08988641418623906,-1.0,1,-0.5466805732371834,0.0,0,0,-0.7389536683966497,1.0,-0.15599055990355612,-1.0595780220906528,0.0,1,0,0,0,0,3
-0.5715966637986111,1.0,-1.9250290793899363,-1.7097743979342772,0.0,1,1.0987617346785687,-5.346764405520003,0,0,-0.27497487871405285,0.0,-1.1817032511627137,0.16567617654564282,0.5,0,0,0,1,0,0
-0.4736040546203379,0.0,-1.075080274328395,-1.1691139543759557,0.0,1,-0.7924838737144105,0.0,0,0,-0.024862293942693573,0.0,-0.0028952251398944905,-1.0595780220906528,0.0,0,0,0,1,0,1
0.4982966065201564,0.0,0.7020170629899912,1.0763407027599527,0.0,1,-1.4991118616238879,0.0,0,0,0.15648036461407777,1.0,0.41319218022945803,-0.933370528680477,0.0,0,0,0,1,0,5
